supplier_name,total_spend,tender_count,agencies_count,on_time_delivery_pct,quality_rating,cost_competitiveness_score
FOODEDGE GOURMET PTE. LTD.,75947.0,3,1,83.75,5.0,61.8
FOODGLE HUB PTE. LTD.,1170468.0,1,1,85.32,3.33,81.48
FOODXERVICES INC. PTE. LTD.,912558.07,8,5,90.74,4.85,80.83
FOOLPROOF (SG) PTE. LTD.,6601.0,2,1,100.0,3.64,68.63
FOONG AH WENG CONSTRUCTION PTE LTD,4698000.0,1,1,94.83,3.02,83.8
FOOTBALL ASSOCIATION OF SINGAPORE,415440.0,1,1,91.32,4.24,63.1
FOOTBALL FIRST,22200.0,1,1,91.71,3.95,71.46
FORBES RESEARCH PTE LTD,4446913.8,14,12,88.35,3.43,58.01
FORBIS ACCOUNTING PTE. LTD.,146488.0,1,1,92.47,3.09,93.59
FORCE 21 EQUIPMENT PTE LTD,13569732.53,37,17,67.76,4.09,75.68
FORMEL ENGINEERING SDN. BHD.,212759.74,4,1,85.63,4.69,99.67
FORMS N SHAPES PTE. LTD.,84080.0,1,1,89.93,4.45,86.03
FORMWERKZ ARCHITECTS LLP,990833.51,4,4,78.79,4.13,82.48
FORRESTER RESEARCH LIMITED,381941.45999999996,3,3,91.09,4.39,72.14
FORTE EMPLOYMENT SERVICES PTE. LTD.,10660.55,4,3,86.36,4.08,67.54
FORTIS LAW CORPORATION,2500.0,1,1,100.0,3.24,83.23
FORTISWILLS PTE. LTD.,159000.0,2,1,100.0,3.25,77.28
FORTUNA SCIENTIFIC PRIVATE LTD.,208560.0,2,1,84.27,3.98,64.61
FORTUNE TRAVEL PTE LTD,7952412.109999999,25,8,86.79,4.0,62.83
FORUM ARCHITECTS PTE. LTD.,19381983.62,10,5,87.41,4.61,68.41
FOSTA PTE. LTD.,85901894.6,42,13,84.39,4.55,96.21
FOSTRE CATERING PTE. LTD.,2288069.77,7,4,89.56,4.46,100.0
FOTON MOTOR AUV (SINGAPORE) PTE. LTD.,113099.0,1,1,81.93,3.93,80.05
FOTTO-GRAFFITI PICTURES PTE. LTD.,2095.0,1,1,78.96,3.27,79.49
FOUND CORPORATE INNOVATION PTE. LTD.,1222000.0,1,1,92.98,4.35,74.64
FOUNDATION COMMUNICATIONS PTE. LTD.,685545.02,3,2,93.04,4.42,68.66
FOUR COMMUNICATIONS GROUP PLC,988466.0,1,1,81.57,2.67,91.75
"FOUR POINTS BY SHERATON SINGAPORE, RIVERVIEW",1018.8,5,2,95.16,3.6,96.74
FOUR SEASONS CATERING PTE LTD,1786319.29,3,1,82.95,3.69,69.07
FOUR SEASONS HOTEL SINGAPORE,496689.5,11,4,90.03,4.17,77.17
FOUR SQUARES LLC,646220.0,2,1,94.56,3.62,73.5
FOUR-UP (MALAYSIA) SDN BHD,26485.73,1,1,87.73,4.08,73.8
FPIX MEDIA PTE. LTD.,191830.0,2,1,91.64,3.97,89.86
FPT ASIA PACIFIC PTE. LTD.,4572806.0,15,9,83.87,4.0,64.88
FRACTURE GAMES LIMITED,400000.0,1,1,86.43,3.67,82.66
FRAME BY FRAME PICTURES PTE. LTD.,127500.0,1,1,86.35,3.72,85.28
FRANK ANTHONY WOLAK,800.0,2,1,82.03,3.45,76.58
FRANK TAN RESEARCH ASSOCIATES,8.86,2,1,86.59,4.33,86.93
FRANKLIN COVEY SINGAPORE PTE. LTD.,74790.0,1,1,75.61,4.44,79.48
FRANZWOOD ASSOCIATES,85500.0,1,1,84.07,3.64,90.17
"FRASER PLACE ROBERTSON WALK, SINGAPORE",620.0,1,1,85.72,5.0,62.78
"FRASER SUITES RIVER VALLEY, SINGAPORE",560.0,1,1,85.95,3.91,74.51
FRASERS HOSPITALITY PTE. LTD.,270.0,1,1,86.07,5.0,77.28
FREEFLOW POST PRIVATE LIMITED,168200.0,1,1,87.51,3.71,51.28
FREEMAN PTE. LTD.,6755929.84,12,7,91.84,2.88,67.14
FREIGHT LINKS EXPRESS ARCHIVERS PTE LTD,242901.05,2,2,95.0,4.34,69.86
FREIGHT LINKS LOGISTICS PTE. LTD.,694918.0,4,2,82.8,4.25,87.48
FREQUENTIS COMSOFT GMBH,4342495.99,1,1,78.37,4.12,70.93
FRESH LAUNDRY PTE. LTD.,77534.0,1,1,79.66,3.71,69.82
FRESHDIRECT PTE LTD,87097.0,3,2,84.1,4.08,86.17
FRESHENING INDUSTRIES PTE. LTD.,20705.0,2,2,85.18,3.79,61.82
FRONTBUILD ENGINEERING & CONSTRUCTION PTE LTD,154675307.0,7,4,81.84,3.92,57.29
FRONTIER E-HR PTE LTD,112974.0,1,1,77.63,4.6,74.38
FRONTIER ECONOMICS LTD,1.0,1,1,84.35,4.21,63.52
FRONTIER ECONOMICS PTE. LTD.,293230.0,1,1,89.45,4.47,63.9
FROST & SULLIVAN (SINGAPORE) PTE LTD,4339261.0,22,12,92.76,3.96,83.73
FTD SOLUTIONS PTE LTD,180286.08,1,1,83.54,3.89,86.76
FTI CONSULTING (SINGAPORE) PTE. LTD.,40066.0,3,3,84.7,3.41,85.89
FTI CONSULTING LLP,368113.0,1,1,80.59,3.88,89.09
FTI Consulting (Australia) Pty Ltd,4651.0,2,2,87.75,2.11,90.41
FU ZHONG HUA (IMP & EXP) PTE LTD,5905285.54,12,6,81.21,3.75,56.71
FUCOM CONSTRUCTION PTE. LTD.,27549524.71,4,1,92.59,4.05,82.5
FUELFOR PTE. LTD.,197000.0,1,1,73.71,4.44,72.7
FUGRO SINGAPORE LAND PTE. LTD.,11877455.0,2,2,85.12,3.94,70.53
FUJI SIGNCRAFTS INDUSTRIES PTE LTD,3939377.0,12,5,90.41,4.31,83.6
FUJI SMBE INDUSTRIES PTE. LTD.,552500.0,1,1,89.47,2.79,60.7
FUJI XEROX SINGAPORE PTE LTD,0.6,1,1,100.0,4.07,60.49
FUJIAN CHENGJIAN CONSTRUCTION CORPORATION LIMITED (SINGAPORE BRANCH),86860000.0,3,1,90.8,3.09,84.34
FUJIFILM BUSINESS INNOVATION SINGAPORE PTE. LTD.,449338.0,4,4,79.97,3.38,82.88
FUJINAMI ARCHITECTS & ASSOCIATES,234944.0,1,1,87.24,3.99,79.37
FUJITEC SINGAPORE CORPORATION LTD,61143440.0,7,6,73.79,4.87,69.2
FUJITSU ASIA PTE LTD,170227291.46,114,27,87.36,4.32,85.44
FULCRUM MANAGEMENT ASIA PTE. LTD.,4913.0,1,1,81.34,4.11,84.8
FULL CIRCLE PUBLIC RELATIONS PTE. LTD.,123000.0,1,1,95.32,4.09,78.85
FULL DOME PRO. COMPANY LIMITED,137000.0,1,1,83.6,3.67,66.23
FULL HOUSE BUILDING CONSTRUCTION PTE. LTD.,15215434.0,20,14,87.07,3.77,73.75
FULLERTON HEALTHCARE GROUP PTE. LIMITED,6429186.0,5,5,82.92,4.36,86.38
FUN ACTIVITIES PTE. LTD.,78600.0,1,1,100.0,3.27,91.27
FUNCTIONAL ENGINEERING SDN BHD,386334.93,1,1,85.43,4.46,74.73
FUNPLAY WORKSHOP,68100.0,1,1,100.0,3.87,75.5
FURAMA CITY CENTRE SINGAPORE,1327.7,7,2,94.51,4.6,76.38
FURAMA RIVERFRONT SINGAPORE,275711.14,9,4,91.86,4.68,80.75
FUSEN DEVELOPMENT PTE LTD,3423860.0,5,3,90.95,3.1,72.19
FUSION GENESIS PTE. LTD.,649900.0,3,2,91.15,3.75,49.06
FUTURA SOLUTIONS PTE. LTD.,625400.0,2,1,72.58,3.59,89.93
FUTURASIA PROFESSIONALS PTE. LTD.,7001.0,1,1,85.77,3.01,95.95
FUTURE INTERIOR ASIA PTE. LTD.,2543206.1,9,6,94.76,3.48,71.88
FUTURE SENZE PTE. LTD.,135457.5,1,1,87.61,5.0,67.33
FUTURE-MOVES GROUP PTE. LTD.,802400.0,5,4,76.76,4.47,76.63
FUTURE-PROOF SOFTWARE PTE. LTD.,415925.0,1,1,87.58,5.0,76.12
FUTUREX TECHNOLOGIES PTE. LTD.,539472.0,2,2,100.0,4.6,87.96
FXMEDIA INTERNET PTE. LTD.,2072479.0,7,5,97.98,3.65,78.55
FYH INTEGRATED PTE. LTD.,10181029.0,18,5,87.5,3.87,70.07
Fabristeel Private Limited,2869161.56,6,2,95.61,4.45,64.82
Fathurrahman Bin Said,48000.0,1,1,85.07,4.36,86.66
Filos Community Services Ltd,249000.0,3,2,74.37,3.75,84.0
Flexim International SA,1510464.92,1,1,80.6,3.19,88.61
Flexspeed Technology Pte Ltd,2288925.0,4,1,100.0,5.0,68.32
Floerger (S.E.A.) Pte. Ltd.,6930000.0,4,1,85.81,4.02,96.38
Fluke South East Asia Pte Ltd,89960.0,1,1,86.05,3.9,60.56
Fly Entertainment Pte Ltd,333333.0,1,1,85.6,4.17,85.1
Force Technology,863693.98,1,1,100.0,3.95,58.9
Formul8 Pte Ltd,5477708.03,5,3,100.0,4.17,70.1
Fortiz Power Engineering Pte Ltd,100920.0,1,1,100.0,4.87,93.61
Freeflow Productions Pte. Ltd.,178500.0,1,1,86.73,4.03,86.31
Frontier Economics Pty Ltd,2517637.0,10,4,90.36,3.4,72.54
Fugro Global Environmental and Ocean Sciences Pte Ltd,1911000.0,2,2,75.87,4.0,72.81
Fuji Xerox Singapore Pte Ltd,21212301.25,30,20,99.82,3.82,79.01
Fullerton Fund Management Company Ltd,815002.0,4,3,78.66,4.95,83.14
Furmat Construction Pte Ltd,5178378.0,7,5,89.73,4.8,90.52
G & C GENERAL CONTRACTORS PTE LTD,10861025.0,4,2,79.22,4.16,73.44
G - ENERGY GLOBAL PTE. LTD.,538500.0,5,5,83.29,3.33,61.88
G ELEMENT PTE LTD,399000.0,1,1,81.3,3.36,79.57
"G&E REAL ESTATE MANAGEMNET SERVICES, INC. DBA NEWMARK GRUBB KNIGHT FRANK",1018597.37,1,1,83.14,4.11,73.43
G-CUBE ENGINEERING PTE. LTD.,1984385.0,9,6,83.69,4.3,64.99
G-ONE PESTKARE PTE. LTD.,372653.0,1,1,83.61,3.88,80.98
G.A.C. ENTERPRISE,115200.0,1,1,94.67,3.81,75.87
G.P . WILD (INTERNATIONAL) LIMITED,115367.0,1,1,79.16,3.74,81.07
G.T.H. ENGINEERING & CONSTRUCTION PTE LTD,17405947.0,8,4,89.76,4.09,69.06
G.T.H. ENGINEERING & CONSTRUCTION PTE. LTD.,4353840.0,4,3,97.74,2.67,82.87
G2W MOBILE CLEANING LLP,1891137.6,1,1,83.89,3.44,64.83
G4S HOLDING INC,595403.31,1,1,82.26,3.72,69.72
G4S SECURE SOLUTIONS,142763.0,1,1,86.16,4.82,75.57
G4S SECURE SOLUTIONS (SINGAPORE) PTE. LTD.,43581266.0,6,5,97.44,3.61,95.42
G4S SECURE SOLUTIONS (UK) LIMITED,260370.74,1,1,89.55,4.21,85.85
GAIA SCIENCE PTE. LTD.,2858907.39,36,11,83.75,4.24,88.77
GAIN CITY BEST-ELECTRIC PTE LTD,62310.0,1,1,91.87,4.88,92.17
GAIN EMPLOYMENT SERVICES PTE. LTD.,224907.0,2,2,79.18,4.86,100.0
GALAXY RESEARCH TECHNOLOGIES,42462.0,1,1,93.45,4.07,78.42
GALEA SMS CONSORTIUM,333505.0,1,1,91.27,3.81,92.2
GALLAGHER & ASSOCIATES ASIA PTE. LTD.,518478.0,3,2,85.54,3.7,88.13
GALLAGHER & ASSOCIATES LLC.,4197600.0,1,1,81.29,3.96,87.96
GALLANT EVENTS PTE. LTD.,70200.0,1,1,80.91,3.84,95.74
GALLERY KRISSTEL MARTIN,269121.58,1,1,92.28,4.43,73.81
GALLI INTERIORS & MANUFACTURE,313665.11,1,1,97.83,4.35,73.01
GAMLITE IT (S) PTE. LTD.,1168500.0,1,1,82.9,4.46,81.2
GAMMON CONSTRUCTION LIMITED SINGAPORE BRANCH,20800000.0,1,1,91.67,4.86,76.17
GAMMON PTE. LIMITED,168144800.0,3,2,71.3,5.0,81.19
GAN HUP LEE (1999) PTE LTD,3656174.56,4,1,83.32,4.17,93.63
GARAGE DE I'ATHENEE - ANDRE CHEVALLEY SA,98222.75,1,1,87.75,4.76,73.22
GARDEN WORKS PTE. LTD.,1769616.4,6,2,80.72,3.89,74.95
GARDENS BY THE BAY,221640.0,4,2,80.51,4.81,79.74
GARTNER ADVISORY (SINGAPORE) PTE LTD,12291020.0,22,17,82.66,4.74,75.72
GATES PCM CONSTRUCTION LTD.,11991294.67,2,2,90.34,4.71,58.86
GATES PCM INTEGRATED SERVICES PTE. LTD.,22213849.46,23,11,86.5,4.16,72.2
GATEWAY LAW CORPORATION,448500.28,22,15,70.09,3.7,84.87
GAZ INFLATABLES & LOGISTICS ASIA PTE. LTD.,170710.0,1,1,71.03,3.26,92.38
GB GLOBAL PTE. LTD.,1.02,3,2,83.15,4.08,66.45
GB-PERFORMANCE PTE. LTD.,453915.0,1,1,91.66,5.0,66.41
GC ASIA DENTAL PTE LTD,132704.0,2,1,66.02,3.91,78.3
GCS MACHINERY PTE. LTD.,74000.0,1,1,84.0,4.57,57.24
GDS ENGINEERING PTE LTD,24254673.31,37,20,83.79,4.61,73.55
GE BETZ SINGAPORE PTE LTD,1023002.5,2,1,99.11,3.93,60.64
GE Energy (Singapore) Pte Ltd,3880215.0,2,1,84.92,4.89,91.69
GE HEALTHCARE PTE. LTD.,10308272.76,13,5,91.06,2.35,70.31
GEA WESTFALIA SEPARATOR (S.E.A.) PTE. LTD.,17890000.0,3,1,89.13,3.37,94.53
GEAR FITTERS PTE. LTD.,175195.0,2,1,70.96,3.55,89.14
GECO ASIA PTE. LTD.,1.0,1,1,94.15,3.61,71.54
GEE SHENG MACHINERY & ENGINEERING PTE LTD,617850.0,1,1,89.72,4.3,67.28
GEES MARKETING PTE. LTD.,1727502.05,6,3,92.07,4.27,76.06
GELMAN SINGAPORE PTE LTD,3800.0,1,1,100.0,4.34,76.95
"GEMAC ENGINEERING MACHINERY CO., LTD",11031639.0,1,1,71.33,4.46,81.46
GEMALTO PTE. LTD.,1049950.0,2,2,100.0,3.53,70.23
GENASHTIM INNOVATIVE LEARNING PTE. LTD.,128300.0,1,1,85.7,3.37,85.46
GENE-ETHICS (ASIA) PTE. LTD.,166411.2,2,2,90.3,4.34,80.65
GENERAL LEASING PTE LTD,5462016.0,3,3,87.64,3.72,74.6
GENERATION CONCEPT PTE. LTD.,134502.9,1,1,84.61,3.16,70.88
GENERIC PRINT PTE. LTD.,178689.0,2,1,83.44,4.68,76.15
GENERIC TECHNOLOGIES (S) PTE LTD,59248.0,1,1,90.64,4.94,69.83
GENESIS NETWORKS PTE LTD,1372330.4,5,5,75.86,5.0,78.58
GENESYSTEM PTE. LTD.,179600.0,1,1,94.0,4.21,78.85
GENETRON ENGINEERING CORPORATION (PRIVATE) LIMITED,252380.0,4,4,84.67,4.48,80.62
GENETRON SINGAPORE PTE. LTD.,10600.0,1,1,78.96,4.92,95.66
GENEWIZ SUZHOU,189959.08,1,1,84.4,3.72,76.68
"GENEWIZ, Inc.",122240.0,1,1,98.06,4.77,88.05
"GENEWIZ, LLC",173800.0,1,1,83.72,4.27,80.3
GENISYS INTEGRATED ENGINEERS PTE LTD,216680.0,1,1,90.87,4.65,75.62
GENISYS OFFICE SYSTEM PTE. LTD.,173172.0,1,1,82.15,4.21,76.81
GENIUM & CO. PTE. LTD.,44805.0,1,1,94.06,4.88,77.41
GENIUS X PLAY EDUCATION CENTRE,92700.0,1,1,93.48,4.23,80.8
GENNAL INDUSTRIES PTE LTD,162172673.7,13,9,100.0,3.21,68.41
GENOMAX TECHNOLOGIES PTE. LTD.,2022583.47,9,5,86.6,4.97,63.35
GENOME ARCHITECTS,158400.0,1,1,93.35,3.53,84.54
GENOME ARCHITECTS PTE. LTD.,7.88,1,1,88.78,4.85,86.98
GENPLUS PTE. LTD.,169600.0,1,1,98.37,4.05,85.46
GENSCRIPT (HONG KONG) LIMITED,327233.87,1,1,82.25,4.81,79.55
GEOALLIANCE CONSULTANTS PTE. LTD.,23528550.0,16,7,93.96,4.78,85.67
GEOAPPLICATION ENGINEERS PTE. LTD.,67044555.33,17,5,86.44,4.36,85.13
GEOAUTO PTE. LTD.,2358000.0,2,2,87.49,4.41,85.88
GEOFFREY ALLEN KAPLAN,66.0,1,1,88.73,4.35,69.4
GEOICON PTE. LTD.,404250.01,1,1,90.02,2.89,67.03
GEOK SHI FOOD SUPPLIES PTE. LTD.,15150.0,1,1,87.07,4.17,74.11
GEOLAB (M) SDN BHD,578091.76,2,1,89.72,3.43,77.83
GEOMETRA WORLDWIDE MOVERS PTE. LTD.,1.0,1,1,100.0,4.2,75.58
GEOMIL EQUIPMENT B.V.,764500.0,1,1,95.88,3.41,59.23
GEOMOTION (SINGAPORE) PTE. LTD.,43304660.85,14,6,94.95,3.39,95.22
GEONAMICS (S) PTE LTD,3204100.0,4,4,84.36,5.0,75.26
GEOPHYSICAL SERVICES SINGAPORE PTE. LTD.,155000.0,1,1,80.89,4.74,79.73
GEORGE KENT INTERNATIONAL PTE. LTD.,16888410.14,9,1,95.64,4.1,90.45
GEOSCAN PTE LTD,95500.0,1,1,95.01,4.21,54.55
GEOSMART INTERNATIONAL PTE. LTD.,43141749.0,7,3,99.78,3.95,72.88
GEOSOLV CONSULTING ENGINEERS LLP,794513.88,4,4,83.17,4.44,74.13
GERMS DIGITAL PTE. LTD.,409800.0,2,2,86.16,3.69,74.64
GERSTEL LLP,753609.0,4,2,74.88,4.7,76.27
GETINGE SINGAPORE PTE. LTD.,5947605.0,2,2,84.86,3.95,92.47
GEZE (ASIA PACIFIC) PTE. LTD.,426825.0,1,1,95.97,3.85,84.73
GF MACHINING SOLUTIONS PTE. LTD.,747300.0,3,2,84.27,4.11,87.58
GFG ASIA PACIFIC PTE. LTD.,3586182.14,1,1,93.12,3.75,78.47
GFK ASIA PTE LTD,41759351.18,4,2,86.48,4.3,64.01
GFK CUSTOM RESEARCH PTE. LTD.,1.0,1,1,90.59,3.78,57.2
GIAMSO INTERNATIONAL TOURS PTE LTD,5300.0,1,1,78.82,4.38,62.71
GIB AUTOMATION PTE LTD,4659100.0,2,2,88.68,4.83,81.6
GIESECKE & DEVRIENT ASIA PACIFIC LIMITED,2077928.18,1,1,64.07,3.67,78.32
GIESECKE+DEVRIENT MOBILE SECURITY ASIA PTE. LTD.,2489000.0,2,2,86.5,4.02,75.9
GIGATECH ENGINEERING SDN BHD,105325.92,1,1,74.96,4.38,74.31
GIM TIAN CIVIL ENGINEERING PTE LTD,124085750.0,8,1,97.65,3.84,98.12
GIM TIM PTE. LTD.,3440.0,1,1,94.22,4.38,69.77
GIMI INTERNATIONAL PTE. LTD.,3030905.0,7,6,91.73,4.43,87.28
GIMS & ASSOCIATES PTE. LTD.,0.0,1,1,100.0,4.75,78.02
GIMTRONIC ENGINEERS PTE. LTD.,7601467.65,7,4,80.41,3.74,77.39
GINGEL INTERNATIONAL (PTE.) LIMITED,89440.0,1,1,100.0,3.53,89.77
GINGER GARDEN DINING PTE. LTD.,1425090.0,3,3,95.46,3.92,92.63
GIS HEALTHCARE COURIERS PTE. LTD.,537850.0,2,2,86.11,3.52,75.6
GIS SUPPLY & ENGINEERING SDN. BHD.,32824.24,1,1,97.08,4.44,85.99
GL INTER-AGO PTE. LTD.,225408.6,6,4,79.15,3.4,81.64
GLASS@WORX PTE. LTD.,1144400.0,4,4,81.4,5.0,78.07
GLAXOSMITHKLINE PTE LTD,686565.0,1,1,83.13,4.88,80.04
GLEASON ADVERTISING PTE LTD,5586301.0,3,3,83.77,4.11,71.12
GLEN-BROMAC (S) PTE LTD,336718.0,2,2,79.55,4.62,74.94
GLENN JUDE NOSWORTHY,161000.0,1,1,97.78,3.12,72.19
GLIDEROL DOORS (S) PTE LTD,690400.0,1,1,85.93,5.0,87.01
GLINTS INTERN PTE. LTD.,124290.0,1,1,90.82,3.75,77.05
GLO PROPERTY CONSULTANTS PTE. LTD.,0.01,1,1,83.44,4.03,65.02
GLOBAL CONTROL SYSTEMS CORPORATION,683533.1,1,1,73.44,2.99,70.77
GLOBAL EDEN ENGINEERING PTE. LTD.,1850.0,1,1,90.16,4.39,46.01
GLOBAL ENGINEERING CREATORS PTE. LTD.,158100.0,2,1,72.7,3.44,73.06
GLOBAL FAIRS & ASSOCIATES PTE. LTD.,53066.0,1,1,87.45,4.16,78.38
GLOBAL INTERNATIONAL TRAVEL PTE. LTD.,276995.0,5,4,77.05,3.77,76.64
GLOBAL LINGO (S) PTE. LTD.,524372.97,5,4,100.0,3.45,97.8
GLOBAL MARINE SAFETY (SINGAPORE) PTE. LTD.,80500.0,1,1,95.29,3.62,83.75
GLOBAL MARITIME & PORT SERVICES PTE. LTD.,2222974.0,1,1,88.85,4.24,83.3
GLOBAL MASCOT PTE. LTD.,972350.0,12,3,98.11,3.33,61.57
"GLOBAL MODELING AND SIMULATION TECHNOLOGIES, INC.",166168.97,1,1,81.23,3.65,74.35
GLOBAL OCEANLINK PTE. LTD.,75947.0,3,1,92.35,4.5,73.13
GLOBAL REACH ENERGY SDN. BHD.,89609.58,2,1,89.6,5.0,70.14
GLOBAL SEARCH PARTNERS PTE. LTD.,130004.0,7,6,90.11,4.39,70.0
GLOBAL SINOTRUST PTE. LTD.,392144.0,3,2,98.18,3.55,59.92
GLOBAL SPECIALISED SERVICES PTE. LTD.,656201.14,7,2,93.86,3.88,65.24
GLOBAL TAX FREE PTE. LTD.,14489784.39,1,1,90.31,4.12,86.74
GLOBAL TRAVEL EXPERTS PTE. LTD.,579208.0,7,5,74.76,3.89,76.57
GLOBAL TRAVEL PTE LTD,7875935.9399999995,9,5,80.32,4.64,72.94
GLOBALDATA PTE. LTD.,79700.0,1,1,87.02,4.23,77.95
GLOBALSIGN.IN PTE. LTD.,11055714.32,3,3,88.75,4.64,89.67
GLOBALTIX PTE. LTD.,140186.91,1,1,78.96,3.91,78.04
GLOBALWIDE INTERNATIONAL PTE. LTD.,8344300.0,2,2,100.0,4.9,83.4
GLOBEX GREEN LLP,309225.0,1,1,100.0,4.0,69.53
GLOBIBO PTE. LTD.,2960.86,3,3,92.82,3.52,71.81
GLOBOTRON (S) PTE. LTD.,10987538.0,7,3,88.58,5.0,81.54
GLORIOUS (S) PTE. LTD.,3734850.0,6,2,86.3,3.01,96.93
GLT PTE. LTD.,42857.0,1,1,80.38,3.66,92.3
GM APPAREL PTE. LTD.,339.9,1,1,88.62,3.72,83.83
GM ENGINEERING PTE. LTD.,147984.8,2,2,90.06,5.0,79.51
GMP RECRUITMENT SERVICES (S) PTE LTD,909090.46,4,3,78.07,5.0,92.01
GMP TECHNOLOGIES (S) PTE LTD,113613.89,6,5,90.67,5.0,85.95
GNG CONSULTANTS PTE. LTD.,6888.0,1,1,86.76,3.9,55.06
GNS LEARNING HUB PTE. LTD.,2188.0,2,2,72.74,5.0,67.46
GNT BUILDERS PTE. LTD.,294545.0,1,1,81.12,4.32,81.38
GOBI LIBRARY SOLUTIONS FROM EBSCO,1.0,1,1,84.69,4.69,60.13
GODREJ (SINGAPORE) PRIVATE LIMITED,7547265.0,3,3,100.0,4.21,69.02
GOH & FOONG CONTRACTORS PTE LTD,5022661.0,11,4,92.45,4.07,71.0
"GOH BIAW PANG, CAROLINE",122203.0,2,2,77.32,3.95,75.44
GOH KOK HIONG,28400.0,2,1,91.89,3.97,75.13
GOH POH SENG,57750.0,1,1,75.62,4.47,75.11
GOH SIN GUAN HUAT PTE LTD,48700000.0,5,2,96.66,4.32,86.25
GOH TONG HENG ENGINEERING PTE LTD,738723.0,4,4,84.23,4.08,75.35
GOH-LEONG VALUERS,1.02,3,2,87.25,5.0,74.15
GOINDUSTRY DOVEBID (S) PTE. LTD,326780.0,2,2,98.61,2.32,64.51
GOLD LITE PTE LTD,191557.0,2,2,77.7,4.41,88.24
GOLD TOUCH PTE. LTD.,266031.0,1,1,76.82,4.53,71.29
GOLDBELL CAR RENTAL PTE. LTD.,337680.0,1,1,83.33,4.79,67.13
GOLDBELL ENGINEERING PTE LTD,3941644.57,6,5,96.31,4.06,80.13
GOLDBELL LEASING PTE LTD,74664.0,1,1,75.85,4.22,70.33
GOLDBELL WEIGH-SYSTEM PTE LTD,756000.0,1,1,65.34,4.69,72.74
GOLDCASTLE INTERNATIONAL PTE LTD,8238989.0,8,6,84.39,4.99,80.58
GOLDCREST INTERNATIONAL SINGAPORE PTE LTD,280.0,1,1,92.41,3.92,74.74
GOLDEN DEVELOPMENT PRIVATE LIMITED,260.0,1,1,97.6,4.26,100.0
GOLDEN LANDSCAPE & CONSTRUCTION PTE. LTD.,357680.0,2,2,84.29,5.0,77.25
"GOLDEN ROSE NURSERY & LANDSCAPE CO., LTD.",133743.3,1,1,84.71,2.83,84.18
GOLDEN SEASON PTE LTD,1152360.8,4,2,97.23,3.69,58.58
GOLDEN TRAVEL SERVICES PTE LTD,4804726.9799999995,44,11,73.04,4.98,69.39
GOLDEN VILLAGE MULTIPLEX PTE LTD,50000.0,1,1,84.89,4.76,67.13
GOLDEN VILLAGE PICTURES PTE LTD,1220780.0,4,3,89.52,4.41,68.46
GOLDEN WORLD MACHINERY (S) PTE LTD,7200.0,1,1,91.59,3.83,82.16
GOLDER ASSOCIATES (SINGAPORE) PTE. LTD.,41888.0,1,1,83.92,3.57,88.36
GOLIN/HARRIS INTERNATIONAL PTE LIMITED,753197.7,2,2,88.28,3.75,81.45
GONE ADVENTURIN' PTE. LTD.,981087.0,1,1,68.09,5.0,75.73
GOOD PATHWAYS PTE. LTD.,179300.0,1,1,82.73,3.72,71.69
GOODFELLAS CONSULTANCY PTE. LTD.,4469147.05,4,3,91.63,4.16,89.14
GOODRICH GLOBAL PTE. LTD.,585508.0,2,2,80.14,3.65,98.71
GOODSTUPH PRIVATE LIMITED,352928.0,1,1,88.47,4.61,79.35
GOODWOOD PARK HOTEL PRIVATE LIMITED,1050.5,5,1,91.57,3.78,87.39
GOSHEN CONSULTANCY SERVICES PTE. LTD.,1695000.0,2,1,85.26,4.04,81.43
GOURMET PARTNER (S) PTE. LTD.,30000.0,1,1,89.36,3.09,85.56
GOVI S/O RAMAN KRISHNAN,127800.0,1,1,80.3,3.13,66.35
GOWLING WLG (UK) LLP,2921.01,3,3,86.35,4.1,73.12
GP WANGSA ENGINEERING,145623.0,3,1,92.88,3.3,81.95
GPA Guardian Protection SA,1702777.92,1,1,89.26,5.0,90.12
GPS LANDS (SINGAPORE) PTE LTD,683002.0,7,5,83.31,2.86,69.82
GPTW INSTITUTE (SINGAPORE) PTE. LTD.,1.0,1,1,89.79,3.62,57.67
GRABCAR PTE. LTD.,264000.0,1,1,93.72,4.11,73.02
GRABTAXI PTE. LTD.,3.0,1,1,71.6,3.88,88.1
GRACE LAW LLC,4350.0,1,1,97.27,3.44,62.16
GRACE MANAGEMENT & CONSULTANCY SERVICES PTE. LTD.,199800.0,1,1,85.31,3.53,66.23
GRACE MANAGEMENT CONSULTANCY PTE. LTD.,5600.0,1,1,91.4,3.51,79.56
GRADES PTE. LTD.,9035.0,1,1,97.58,3.93,76.84
GRAIL RESEARCH LLC,187040.0,1,1,77.03,5.0,83.94
GRAM PTE. LTD.,13620.0,1,1,82.32,4.15,65.71
GRAND BUILD INTERIOR PTE. LTD.,156880.0,1,1,85.69,4.81,74.75
GRAND CENTRAL DEVELOPMENT (1978) PTE. LTD.,369.6,1,1,81.73,4.4,89.95
GRAND COPTHORNE WATERFRONT HOTEL SINGAPORE,561.0,3,2,100.0,4.77,66.07
GRAND HYATT SINGAPORE,75471.0,4,2,81.15,2.42,92.77
GRAND MERCURE ROXY HOTEL,753.0,4,2,83.56,3.92,67.33
GRAND PARK CITY HALL,15829.0,4,2,89.64,4.88,86.49
GRAND PARK OR PTE. LTD.,16016.0,1,1,78.38,3.76,74.27
GRAND PARK ORCHARD,9636.0,6,2,84.83,5.0,66.55
